Name	FC	VIP	pvalue	padj	Treatment1	Treatment2
Montipora_capitata_KBHIv3___RNAseq.g12916.t1	-3.04777593489723	1.02259236851587	0.342663656007793	0.594275335499517	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___TS.g25967.t1	-2.67795271725985	1.33728256025883	0.0128966972996558	0.452092519300985	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g15015.t1	-2.3024690457608	1.33749083480847	0.00303637062630115	0.452092519300985	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___TS.g18615.t1	2.12392150313214	1.32544246179002	0.0602359993105217	0.454199792971846	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___TS.g6881.t1	3.89617655468045	1.30856981050148	0.0265087060771808	0.452092519300985	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g13283.t1	2.54846241808612	1.33261067696962	0.0256856015374362	0.452092519300985	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___TS.g8518.t1	2.27000721935287	1.18877044795071	0.157357845208266	0.492919170810898	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___TS.g33725.t1	-2.09441092179529	1.30943082929783	0.0445658180437529	0.454199792971846	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g21606.t1	3.12740586044878	1.33804832234813	0.0112486787036671	0.452092519300985	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___TS.g9863.t1b	3.22091335529446	1.32175888372975	0.0565813757634718	0.454199792971846	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g44002.t1b	2.76552809653029	1.30332240132061	0.0560839492978365	0.454199792971846	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g41300.t1	-2.7578332228814	1.30979546864692	0.0420357757553032	0.454199792971846	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g23491.t1	-2.04271191174378	1.28322423547514	0.12412037831414	0.473982774511224	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g30269.t1	2.25471642639554	1.32158269432644	0.0661938022716143	0.454199792971846	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g20752.t1b	-3.21674558350185	1.13267873463881	0.266179992611404	0.552086770834536	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g29593.t1	-2.61646032865381	1.24080254131382	0.177327190238744	0.504541239661882	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g47046.t1	2.46041696224494	1.22933937636425	0.10155514644715	0.472077138428063	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g33841.t1	5.10447020644395	1.3331625819902	0.0403661193276467	0.454199792971846	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___TS.g14781.t1	4.15785701765486	1.33813593505051	0.0011558335843557	0.452092519300985	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g36947.t1	-2.65814275499108	1.19235146685007	0.220365657520508	0.522834084488816	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g33480.t1	-2.70035310917478	1.38626013294587	0.190427645212988	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g19177.t1	-2.19265305320373	1.41985404431148	0.203236185329798	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g8748.t2b	-3.92271545080055	1.20498342518205	0.326993657469666	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g15023.t1	-2.8165032084867	1.60794224602885	0.0496971962906209	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g23050.t1	2.65807620341566	1.13249651732704	0.406979266820158	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g45297.t1	-3.37927314047226	1.58994042554086	0.107626532484082	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g32669.t1	-3.56752566985057	1.43950527458649	0.218482258243618	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g29512.t1	-2.54056133691893	1.60552297771016	0.0301803754372231	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___TS.g18700.t1	-2.49759694660707	1.22655124744855	0.354840410806526	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___TS.g44801.t1	-2.47530199641253	1.63136502316696	0.00983619783738709	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g46364.t1	-2.29659127491221	1.52808769587959	0.169584698366207	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g23049.t1	3.05258776763207	1.03548666984988	0.456332684212745	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g12916.t1	-3.10674400536531	1.25503649836304	0.341972538925155	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.35946_t	-2.56487203231587	1.39436583273382	0.264453288107562	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g40857.t1	-2.3503630887278	1.02323700409357	0.461422703704854	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g40929.t1a	-2.01961513278978	1.09849208554597	0.407859009873996	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___TS.g6440.t1	2.05668697743407	1.02440206441523	0.461710189913564	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g20278.t1	-3.41573870631061	1.08742755727873	0.363708888404442	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___TS.g14148.t1	-5.22657428831705	1.6176312907063	0.0249683458933051	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g31243.t1	-2.91477766449114	1.21915304956391	0.272624642029607	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g46497.t1	3.73528136899886	1.02871090596275	0.459702235208646	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g16188.t2	-2.392294841031	1.59425546079121	0.111311745908652	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g20636.t1	-2.72462573311445	1.19928219984295	0.371025521092494	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g29370.t1	-2.78076197282816	1.64198757337153	0.000919558332845569	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g4282.t1	-2.21144778625531	1.57176877191363	0.0557689141603587	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g43993.t1	-2.19693542837011	1.50150634555761	0.165804388266593	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g13144.t1	2.07176977388601	1.53111515147071	0.151570837520883	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g46839.t1	-2.06837800608697	1.46243719354942	0.189586967383965	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g29636.t1	-2.86525466707284	1.49154634041884	0.180900544834636	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g47046.t1	3.27444668841649	1.49599262581644	0.173660450880435	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g11785.t1	-3.24990412230236	1.31299167429121	0.272366066910899	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g36947.t1	-3.24097985321162	1.45210033188128	0.192492817996956	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.17512_t	-3.83975664752588	1.5135849683472	0.159176782398929	0.931763694025514	MC-289_Field	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g12282.t1	3.27495017361431	1.01015621188509	0.433751600840929	0.863087801221351	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___RNAseq.g33480.t1	-2.89065511028227	1.38358190788077	0.110930490128281	0.857686046779333	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___RNAseq.g20750.t1	-2.1743190330129	1.20913697805983	0.300414537082314	0.857686046779333	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___RNAseq.g34317.t1	-2.26420212437513	1.45597799214069	0.0534840402581963	0.857686046779333	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___RNAseq.g4629.t1	-2.16484676234738	1.24070060481934	0.283545289013657	0.857686046779333	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___RNAseq.g45297.t1	-2.3715819973071	1.35825629506196	0.224494636644609	0.857686046779333	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___RNAseq.g32669.t1	-4.03904772744453	1.32116036651301	0.204222076298448	0.857686046779333	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___RNAseq.g2923.t1a	-2.39136355627451	1.44318136701082	0.161329925413168	0.857686046779333	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___TS.g44801.t1	-2.70772111376365	1.5293682724276	0.0256915322046102	0.857686046779333	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___RNAseq.g10430.t1	2.45814048572856	1.40657595176918	0.190174436647224	0.857686046779333	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___RNAseq.g36682.t1	-2.02462708602405	1.00486835866735	0.432732293606751	0.863087801221351	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___RNAseq.g25095.t1	-3.24209104148837	1.28773679643129	0.221708140009104	0.857686046779333	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___RNAseq.g12916.t1	-2.30333718467318	1.1013548330483	0.369721656606347	0.858704597444383	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___TS.g14996.t1	-2.2360972852796	1.14364939589287	0.355065834900721	0.857686046779333	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___RNAseq.g18172.t1	-2.3370859071011	1.36161299233898	0.114990717031209	0.857686046779333	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___RNAseq.g48103.t1	-2.77443089542491	1.07102271984466	0.371634089591823	0.858704597444383	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___TS.g6881.t1	4.72463236870417	1.06588974438356	0.402599479396931	0.859379254631949	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___RNAseq.g13283.t1	2.76177382008575	1.01544803106405	0.430282161702307	0.863087801221351	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___RNAseq.g6712.t1	-2.93645745710591	1.2067820530677	0.222623067777543	0.857686046779333	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___RNAseq.g7239.t1	3.22694266726148	1.53677413325787	0.0068651445078773	0.857686046779333	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___RNAseq.g21606.t1	3.05733229406911	1.23253972474267	0.308660781978685	0.857686046779333	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___TS.g9863.t1b	3.12540141191303	1.20154642523349	0.326220731562813	0.857686046779333	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___TS.g14148.t1	-2.48097562539442	1.40356163264356	0.167109464715509	0.857686046779333	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___RNAseq.g41300.t1	-2.81233853384076	1.50981089245464	0.0652462633111846	0.857686046779333	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___RNAseq.g40729.t1	2.47322370151202	1.3153155394675	0.256639405805816	0.857686046779333	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___TS.g14176.t1	-3.16531431400669	1.39494995126016	0.137682237040508	0.857686046779333	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___RNAseq.g33276.t1	2.0710575424447	1.41605115561451	0.171891423250053	0.857686046779333	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___RNAseq.g46839.t1	-2.3321239862442	1.43544406979111	0.12403074028996	0.857686046779333	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___RNAseq.g29636.t1	-2.39525765561666	1.33473974957494	0.167773889901519	0.857686046779333	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___TS.g29990.t1	-2.48944759010434	1.48415985455714	0.0352263544752926	0.857686046779333	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___RNAseq.g11785.t1	-2.45510820910626	1.0416134552708	0.33434136536054	0.857686046779333	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___RNAseq.g14650.t1	-2.17190945254379	1.26201956636772	0.203777694822239	0.857686046779333	MC-289_Field	MC-289_TP5-HiT
Montipora_capitata_KBHIv3___TS.g6881.t1	2.28112056445141	1.35326903886922	0.160827733371439	0.662170558477176	MC-289_TP1-Amb	MC-289_TP1-HiT
Montipora_capitata_KBHIv3___RNAseq.g33841.t1	4.04451465533007	1.42447175050317	0.059942168997665	0.658914047949225	MC-289_TP1-Amb	MC-289_TP1-HiT
Montipora_capitata_KBHIv3___TS.g14781.t1	2.82094579881568	1.42181086981209	0.0505256032546934	0.658914047949225	MC-289_TP1-Amb	MC-289_TP1-HiT
Montipora_capitata_KBHIv3___RNAseq.g475.t1	-2.44424515446057	1.11990670556158	0.34712632887587	0.748116612148397	MC-289_TP1-Amb	MC-289_TP3-Amb
Montipora_capitata_KBHIv3___RNAseq.g34080.t1	2.1309041312632	1.28864357797833	0.240372993880668	0.737312372232799	MC-289_TP1-Amb	MC-289_TP3-Amb
Montipora_capitata_KBHIv3___TS.g26093.t1	2.58265812519266	1.28521860644435	0.242589735591625	0.737312372232799	MC-289_TP1-Amb	MC-289_TP3-Amb
Montipora_capitata_KBHIv3___RNAseq.g38741.t1	2.39518891952315	1.24076097954701	0.27270949174169	0.744100768018661	MC-289_TP1-Amb	MC-289_TP3-Amb
Montipora_capitata_KBHIv3___TS.g6881.t1	2.13491619163927	1.4003630043302	0.14529292049343	0.730270024365649	MC-289_TP1-Amb	MC-289_TP3-Amb
Montipora_capitata_KBHIv3___RNAseq.g20072.t1	-2.01084875110777	1.23055005045217	0.279619399310351	0.744315358271469	MC-289_TP1-Amb	MC-289_TP3-Amb
Montipora_capitata_KBHIv3___RNAseq.g33841.t1	4.40738914905055	1.23935443139265	0.273360316314041	0.744100768018661	MC-289_TP1-Amb	MC-289_TP3-Amb
Montipora_capitata_KBHIv3___TS.g14781.t1	3.19149210254578	1.29416416581113	0.234401619232617	0.736382922537205	MC-289_TP1-Amb	MC-289_TP3-Amb
Montipora_capitata_KBHIv3___RNAseq.g19177.t1	2.08788382046613	1.30880146132098	0.0376503577143532	0.398670954756709	MC-289_TP1-Amb	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g20838.t1	-2.49783396401615	1.30156875564943	0.0312512364471489	0.394978001785203	MC-289_TP1-Amb	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g39803.t1	-2.17228093819274	1.29717891871905	0.0513048259561289	0.399679317447524	MC-289_TP1-Amb	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g44003.t1	2.39033164156679	1.29315358895252	0.0523661669726446	0.400079398839034	MC-289_TP1-Amb	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g34080.t1	2.00846458945211	1.2827276357924	0.0994529593493175	0.416545484714807	MC-289_TP1-Amb	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g27857.t1	-2.1276996447996	1.2714244282975	0.11135198885295	0.420378787088212	MC-289_TP1-Amb	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g12164.t1	-2.81769507395574	1.25317322148177	0.137881697348731	0.435635476876486	MC-289_TP1-Amb	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g22719.t1	-2.18422179692213	1.22123516364444	0.168625536526838	0.457142611268742	MC-289_TP1-Amb	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g26596.t1	-2.00674366473754	1.29917529566822	0.0670066392919472	0.404988920678473	MC-289_TP1-Amb	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g38741.t1	2.58546475693512	1.22944782845415	0.165436214747313	0.455593835359851	MC-289_TP1-Amb	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g20500.t1	3.14596337220057	1.31221159882191	0.0185581003603719	0.389517255365724	MC-289_TP1-Amb	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___TS.g6881.t1	2.29474732669832	1.28897069860068	0.0826625746390891	0.404988920678473	MC-289_TP1-Amb	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g21606.t1	2.38219736325815	1.30539892441893	0.0381519094942995	0.398670954756709	MC-289_TP1-Amb	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___TS.g9863.t1b	2.58778735112741	1.28843624843672	0.0285891577360963	0.394978001785203	MC-289_TP1-Amb	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g44002.t1b	2.30038834218048	1.30012357301313	0.010798783410991	0.381839150603361	MC-289_TP1-Amb	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g29370.t1	2.08725033692963	1.22997720859583	0.0658759460252446	0.404988920678473	MC-289_TP1-Amb	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g29593.t1	-2.55867017657863	1.29295593128633	0.0810754841835122	0.404988920678473	MC-289_TP1-Amb	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g33841.t1	4.56073878581878	1.30833817755179	0.0300852570205502	0.394978001785203	MC-289_TP1-Amb	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___TS.g14781.t1	4.25152540079525	1.31364079017708	0.000419317351190694	0.234046400666964	MC-289_TP1-Amb	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g41961.t1	-2.18349063134491	1.29153565029803	0.0835932980181191	0.404988920678473	MC-289_TP1-Amb	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g8888.t1	-2.25695775888903	1.30876880851647	0.0314300649273553	0.395914051201586	MC-289_TP1-Amb	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g33480.t1	-2.55773860870997	1.45678508683309	0.267883709965361	0.989621314102358	MC-289_TP1-Amb	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g23050.t1	2.55401092700506	1.19558958449982	0.410121534651762	0.989621314102358	MC-289_TP1-Amb	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g45297.t1	-2.67770570574404	1.48786787931454	0.151765374099709	0.989621314102358	MC-289_TP1-Amb	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g34080.t1	2.35126235826601	1.00072568165993	0.503054963073878	0.989621314102358	MC-289_TP1-Amb	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g5008.t1	3.48056013432798	1.00722029457223	0.499975517883182	0.989621314102358	MC-289_TP1-Amb	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___TS.g26093.t1	2.39751960184876	1.00190452073546	0.502493530573441	0.989621314102358	MC-289_TP1-Amb	MC-289_TP5-Amb
Montipora_capitata_KBHIv3___RNAseq.g38741.t1	3.50377515991273	1.01650428457327	0.495574277517142	0.989621314102358	MC-289_TP1-Amb	MC-289_TP5-Amb
