seqName	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Treatment1	Treatment2
Montipora_capitata_KBHIv3___RNAseq.g12829.t1	125.922043277619	-2.29670664715969	0.41725912860325	-5.50426938494498	3.70702355397911e-08	1.26448794223748e-06	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___TS.g18340.t3	194.837209154895	1.02445358415789	0.253526343787528	4.04081709558536	5.32652901126903e-05	0.000814046133683689	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___TS.g10995.t1	4281.322486903	-2.38911034122217	0.281381002068165	-8.49065972351398	2.05467354001197e-17	3.21310426968351e-15	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g44059.t1	44.4043056211598	-1.634633611925	0.426165043790782	-3.83568205731931	0.000125216310107477	0.00167604182172792	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g3335.t2	159.719043880349	1.10872700929643	0.316491387612447	3.5031822434742	0.000459734806034002	0.0049864955191894	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.21371_t	74.5556677835133	2.94299922236616	0.381177590517805	7.72080860883842	1.15594014468281e-14	1.21819768739261e-12	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___TS.g14148.t1	103.147977534892	-1.12731748478774	0.39767004789957	-2.83480611814255	0.00458535042799756	0.0314752060600043	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___TS.g5749.t1	4.97887399595529	4.97068152636547	1.70354209516822	2.91785071849053	0.00352453040900578	0.0258047221438781	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g47311.t1	997.690680330521	-1.77739972844597	0.278455234066634	-6.38307171493368	1.73570569392425e-10	9.56403986086397e-09	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g22787.t1	871.813700705957	-1.20366728037131	0.207648585213451	-5.79665534024229	6.76505221853581e-09	2.73633423615312e-07	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g30922.t1a	11.7440476781191	-3.34541381203652	1.0340808017474	-3.23515706546664	0.00121575832376035	0.0112254176039178	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g29261.t1	72.0597308923868	-2.89149934049906	0.617674715973793	-4.68126550386716	2.85109398436691e-06	6.32481448719797e-05	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___TS.g24391.t1c	275.569118580985	-1.35037647660517	0.289072955434774	-4.67140371043759	2.9914832635455e-06	6.59016640379874e-05	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___TS.g24391.t1a	317.620021126171	-1.34303334310968	0.258302832083659	-5.19945264353394	1.99876241778322e-07	5.764223149259e-06	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g11126.t1	638.434839740973	-1.79692423524536	0.307554963328563	-5.84261172636547	5.13886979929235e-09	2.15715959854605e-07	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g22727.t1	113.540233725344	-1.0397988340916	0.313053900165403	-3.32146902990898	0.000895449194534799	0.0087519123300351	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g28800.t1	103.322958913269	1.66460888739381	0.319545034526477	5.20930919756128	1.89545015040563e-07	5.52367008397734e-06	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g21276.t1	566.064392624692	-1.28275652248932	0.284794156191504	-4.50415324402497	6.66381087528201e-06	0.00013476920245584	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g6866.t1	72.8048464674659	-3.74608378758658	0.718757394598251	-5.21188904036313	1.86927348374434e-07	5.46172197105617e-06	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g24965.t1	16.8280745186646	-2.39093968894099	0.874005747470588	-2.7356109451917	0.00622645931314785	0.03973125158269	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g35496.t1	527.474641926952	-1.3111235823874	0.372654313763463	-3.51833732755235	0.000434259967826321	0.00475971216463538	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g12145.t1	886.920709580602	-1.19281917545101	0.209734719338379	-5.68727571292839	1.29081965590265e-08	4.91662800668511e-07	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g19105.t1	323.82609168279	1.01946686557677	0.298494536369777	3.41536189564907	0.0006369732096779	0.00657278210692725	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___TS.g39314.t1	7.42615263126377	3.19665027667062	1.14983161389366	2.78010296294241	0.00543416655640705	0.0359140186165402	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g14880.t1	297.157524872859	1.2127874754026	0.256038818153558	4.73673282882924	2.17191188576903e-06	4.93648672828937e-05	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___TS.g46510.t2	171.737439545444	1.33583549641532	0.46610914011194	2.86592855933807	0.00415788064985844	0.0290847555819044	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g27858.t1	17.2830902193239	1.99059653145171	0.642142159033963	3.09993122776172	0.00193565580725438	0.0160857974352422	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g4928.t1	109.263174873277	1.88191820639592	0.369281262354347	5.09616489717832	3.46603250555882e-07	9.4903474498692e-06	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.3618_t	32.8813121704785	-8.27192221514694	1.29932886027087	-6.36630376502413	1.93637760825476e-10	1.06170867083717e-08	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g47430.t1	98.8617602348603	-1.08325095344361	0.342409001559357	-3.16361704426696	0.00155821681982073	0.0136334762415048	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g21594.t1	16.4465923676015	2.61502011518497	0.72930197780399	3.5856479137203	0.000336242356408578	0.00383689504954208	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g41300.t1	89.998583515756	-6.18371771274383	1.59888204074106	-3.86752590571208	0.000109945151782306	0.00149598164244968	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g42316.t1	27.9067939131964	-2.44398815324084	0.621696875252663	-3.93115720944806	8.45379675573122e-05	0.00120094193512883	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g26796.t1	639.44956918637	-1.34466773244337	0.247633671231417	-5.43006823650716	5.63325086778883e-08	1.847739568244e-06	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___TS.g45964.t1	49.7933228188988	-1.29025435585487	0.488721622555442	-2.64005989566893	0.00828913760700555	0.0493353124926509	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___TS.g9764.t2	498.739474365859	-2.42358846752826	0.306673517671118	-7.90282932133502	2.726428013816e-15	3.18647686709464e-13	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g12883.t1	57.8068027160786	1.65676571143768	0.392491541800057	4.22115010132286	2.43059013560205e-05	0.000415501805628785	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g50284.t1	38.3843698146416	5.12878605085937	0.866435992281357	5.91940558396597	3.2310726243624e-09	1.41517157192488e-07	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g50138.t1b	2048.5841866676	-1.48601211436214	0.229176631312635	-6.4841345553028	8.92425518355168e-11	5.21505291068286e-09	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g4562.t1	1528.09914221392	-1.60726828716438	0.256406810194579	-6.26843056915953	3.64705171894881e-10	1.88779558207406e-08	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g15941.t1	10.7631835937999	2.65438900287478	0.887729584337151	2.99008735284716	0.00278897676589565	0.0215116422589367	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g49812.t1	1930.59113891128	-1.22306351739588	0.314578801622118	-3.88794003629354	0.000101098593539449	0.00139440706095467	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g27044.t1	665.919562430157	-1.0927430153627	0.258178574638302	-4.23250851428548	2.31099161454544e-05	0.000399360932238101	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g47614.t1	411.136866513827	1.12579162008958	0.209538228608649	5.3727266263771	7.75548630621031e-08	2.46731130251728e-06	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___TS.g44649.t1	107.056960681903	-1.03276660358556	0.363581375083465	-2.84053770176889	0.00450375489543985	0.0310591245988004	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g40897.t1	29.0238148882803	1.89391715588917	0.551651150987045	3.4331790163049	0.000596548082946706	0.00622214501170246	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___TS.g44923.t1	1437.16161748344	-1.38980012108328	0.210905111155273	-6.58969388399542	4.4073433835049e-11	2.72616900206434e-09	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g13008.t1	271.270801057921	-1.05760726471688	0.223419402600854	-4.73373060891372	2.20430252672742e-06	5.00498383522588e-05	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g33039.t1	47.990836841571	5.12168118267463	0.708011095662232	7.23389960136728	4.69318785420286e-13	3.9626208931722e-11	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g8790.t1	78.5860106775323	1.4469856107885	0.375727402627153	3.85115804881657	0.000117560595384241	0.0015850337468746	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g3140.t1	53.5197267798895	-2.40201151079485	0.440884477630455	-5.44816529650696	5.08920513806812e-08	1.68672969098419e-06	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g23351.t1	441.100854719113	1.24542942167025	0.228932844695535	5.440151776066	5.32351984300541e-08	1.75381280052992e-06	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g41442.t1	1320.45712094324	-1.12349261459277	0.262450283694573	-4.28078262586387	1.86237202836033e-05	0.000328742712732667	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___TS.g23057.t1b	984.989369146776	1.17561644927096	0.321863595312045	3.65253003568547	0.000259669212222572	0.0030851870126348	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g19738.t1	908.90003493746	-1.36799307057644	0.215983815068375	-6.33377584400648	2.39233006832137e-10	1.27395878890035e-08	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g37005.t1	101.346946032051	-1.52283215450382	0.342554028059543	-4.44552400428675	8.76778896141287e-06	0.000171842472795352	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g2787.t1	847.347246153487	-1.08923465645078	0.286142291153633	-3.80661890998124	0.00014087957247277	0.00184347188351817	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___TS.g16259.t1	21.5607400433735	-7.66051128399472	1.38724044576163	-5.52212221565447	3.34929379383255e-08	1.15344122096527e-06	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g18482.t1	733.985169387344	-2.59819256402026	0.382686418496503	-6.78935138129029	1.12638796917267e-11	7.64910435579458e-10	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g28840.t1	58.5535572345498	1.24675499831505	0.419901655645562	2.96915951997921	0.00298615533582567	0.022685790416471	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g7086.t1	96.2030116030137	-1.33157409538492	0.303479635871692	-4.38768845744858	1.14561715164841e-05	0.000217027366631488	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___TS.g85.t1	27.349283613983	1.93302994682026	0.680771778363743	2.83946839198645	0.00451887717292924	0.0311247476743383	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g29259.t1	650.603856834516	-1.78387615350102	0.308074084806344	-5.79041289572398	7.02136036707473e-09	2.82457116505909e-07	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g50228.t1	155.820901110984	-3.15028103989091	1.06511394402824	-2.95769392331548	0.00309949719349601	0.0233709455615526	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g35625.t1	148.987306779513	1.1777000122864	0.303376860861912	3.88197046056999	0.00010361346594108	0.00142202758015304	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g44123.t1	295.736734224565	-2.21048677604491	0.419173394118167	-5.27344246333954	1.33888242323409e-07	4.04506436603213e-06	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g4789.t1	201.593053794975	-1.59064990324705	0.29068248966531	-5.4721215064537	4.44679761916631e-08	1.49841559834912e-06	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g32297.t1	518.254438007835	-1.16687195583067	0.358863162868607	-3.25157908798208	0.00114765841181279	0.0107214567491438	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g24597.t1	3759.87980482967	-3.24133120006681	0.282991677335953	-11.4538039796092	2.25048164095149e-30	1.2813896235633e-27	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g4927.t1	796.520633350715	-2.69386891170299	0.269353715076496	-10.0012316924529	1.50513210584136e-23	4.98850202124077e-21	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g29048.t1	211.414076235246	1.98771288496976	0.293080639430813	6.78213644145878	1.18411560464436e-11	7.99224046101297e-10	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g5266.t1	353.350328573398	-2.07019461125489	0.258018429875384	-8.02343697795054	1.02826752493025e-15	1.23425452208655e-13	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g47357.t1	40.8543840943891	1.13089990287132	0.414352460969758	2.72931865838215	0.00634653439326003	0.0403804129238219	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g16221.t1	114.395753217725	1.89587814998537	0.375752373264404	5.0455520307554	4.52213807871046e-07	1.20117940401728e-05	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___TS.g32593.t2	1381.36207152283	1.03068500619844	0.368930997215773	2.79370672016382	0.00521077126112605	0.0347791964606447	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g35156.t1	344.872559025807	-1.16629103147641	0.299440167918455	-3.89490508098437	9.82371913725728e-05	0.00136170728565503	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g27875.t1	13.8045076075473	-1.94746520748546	0.706909823654148	-2.75489905829664	0.00587102454543179	0.0380286358858397	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g15650.t1b	286.546559468919	1.30825269229095	0.301216658379056	4.34322822426581	1.40404141276984e-05	0.000257670608363365	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___TS.g36995.t1	1559.93993259296	-2.43742498130035	0.435432447176497	-5.59771095862402	2.17200476541411e-08	7.84252647492451e-07	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g21397.t1b	32.345819068245	1.92028144916311	0.49401448200707	3.8870954579336	0.000101450865942716	0.00139839722478209	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g6364.t1	131.875253579208	-4.0149995356375	1.39692525510512	-2.87416919478298	0.00405091886888467	0.0285570490166517	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g13576.t1	111.816461321775	1.8299095018184	0.368047692500662	4.97193580914819	6.6287655225132e-07	1.69778970234058e-05	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g44649.t1	67.6427930138868	-3.30740101016375	0.512689046171041	-6.451085769951	1.11051624047967e-10	6.33936340259423e-09	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___TS.g31416.t1	131.583575734096	1.80246032495565	0.485341579328646	3.71379746084998	0.000204172221379207	0.00250904723184652	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g29620.t1	252.411415747795	2.15212547556512	0.263408426038052	8.17029852816563	3.0762727825095e-16	4.01833608284741e-14	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g13595.t1	188.598116515913	-1.02494526162487	0.30040159837138	-3.41191680464281	0.000645077979125549	0.00663483168340063	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g3404.t1	416.868270433319	-1.00381402964195	0.279761118892569	-3.58811129157451	0.000333082116945736	0.00380866194072967	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___TS.g21146.t1	68.5392582560737	1.0934571882317	0.340336028933077	3.21287520354397	0.00131413376712521	0.0119157429288617	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g44619.t1	1603.20794605529	-1.1369109564226	0.210164634329924	-5.40962070068287	6.31583718481341e-08	2.05644399598192e-06	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___TS.g32761.t1	47.6055983146366	1.41188504023192	0.466023717765651	3.02964202552008	0.00244843753789584	0.0193423195645307	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g31939.t1	116.185299970525	-8.20360063122678	1.51790889560181	-5.40454084892512	6.49746154117271e-08	2.10631578077783e-06	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g26229.t1c	93.7885110014094	1.00170194656229	0.362197021965551	2.76562722997088	0.00568134377491698	0.0371586665256635	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g40623.t1	492.511439637785	-1.75936870151241	0.418025052556242	-4.20876378282544	2.56771648926589e-05	0.000435589857606098	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g1071.t1	46.4988784137826	-1.34082053723072	0.461812553675933	-2.90338694034639	0.00369150230876354	0.0267188723169502	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g2557.t1	133.818145637188	1.23835350989775	0.29516808824837	4.19541799808567	2.72368815914551e-05	0.000458198630772615	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g18489.t1	284.124005839091	1.04818533070205	0.273548897793113	3.83180242785989	0.000127207878318886	0.00169860381596464	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g7292.t1	422.14068878142	-1.55816982855586	0.354267874056321	-4.39828147755827	1.0911141102353e-05	0.000207442465170249	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g16070.t1	673.170381907166	-1.97557534847768	0.399924294684084	-4.93987330786758	7.81733460128092e-07	1.96816022852658e-05	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g43371.t1	1840.93597565553	-3.42586324729966	0.208387253242022	-16.4398886880132	9.91007856235221e-61	5.50158011388983e-57	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___TS.g33621.t1	8.61328219654525	-4.4030695883536	1.34605818930529	-3.27108413539391	0.0010713603141575	0.0101236711217793	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g50224.t1	184.865620275459	-1.43660038481994	0.330428579519146	-4.34768804475249	1.37580099378695e-05	0.000253957081197281	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g33009.t1	588.838615538943	1.1130575854603	0.24708158778025	4.50481800550124	6.64298497946225e-06	0.000134593179246294	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g20824.t1a	330.976735641503	-1.25963235767881	0.310167189200201	-4.06113993206988	4.88336894166291e-05	0.000754103551589475	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___TS.g42199.t1	31.7381136597242	-1.74601262531616	0.579931088129001	-3.01072431027834	0.00260625367084781	0.0203098543308492	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g12760.t1	760.704458244197	-1.77904585834547	0.312414549710355	-5.69450385711823	1.23731189194058e-08	4.72904438423969e-07	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g50001.t1a	5.6172736347193	-3.97017564472364	1.46549695529238	-2.70909852824059	0.00674663011046738	0.0422668790089518	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g8920.t1	491.856390443042	-1.53197240996349	0.350038343064276	-4.37658456657184	1.20553431498034e-05	0.00022648134516458	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g24591.t1	280.903713730249	1.48040858287344	0.313185160741541	4.72694357347015	2.27924568784243e-06	5.15932005547695e-05	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g7382.t1	88.3379786039925	-2.36513813228586	0.417737748738837	-5.66177736971648	1.49813109233411e-08	5.61003356431217e-07	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___TS.g22975.t2	52.1332091972856	-2.19587272491836	0.593798790060076	-3.69800808232734	0.000217297971872769	0.00265127404582786	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g13826.t1	1518.0645492145	-1.18690459137983	0.23294255982447	-5.0952672292869	3.48249671545089e-07	9.52368498316532e-06	MC-289_Field	MC-289_TP1-Amb
